Longitude,Latitude,pres,wc2.1_5m_bio_1,wc2.1_5m_bio_10,wc2.1_5m_bio_11,wc2.1_5m_bio_12,wc2.1_5m_bio_13,wc2.1_5m_bio_14,wc2.1_5m_bio_15,wc2.1_5m_bio_16,wc2.1_5m_bio_17,wc2.1_5m_bio_18,wc2.1_5m_bio_19,wc2.1_5m_bio_2,wc2.1_5m_bio_3,wc2.1_5m_bio_4,wc2.1_5m_bio_5,wc2.1_5m_bio_6,wc2.1_5m_bio_7,wc2.1_5m_bio_8,wc2.1_5m_bio_9
-60.0167,-3.1333,1,26.9657571825714,27.6869898110077,26.4420665476028,2289.33894624,304.98183936,65.1007984000006,48.4574915765147,894.58623776,240.274155040002,381.022157440001,876.11407792,8.04134520251344,81.2940923877771,52.5509607984876,32.3828838128986,22.4909384288409,9.89194538405763,26.4708601260709,27.2868848895782
-62.0833,-3.8333,1,26.6674885377216,27.0132135287064,26.3737455680719,2761.27200208,350.75119984,99.2520001599999,40.7148278287244,994.507599999999,330.00520096,677.75160016,550.009601279999,8.50020324748169,87.375895453009,28.2678596522543,31.7307533094513,22.0021552988452,9.72859801060607,26.5162027643762,26.7462907337851
-40.0667,-19.3333,1,23.6974530332739,26.025681390524,21.2341579710492,1211.78344032001,185.54872016,39.1484798400008,51.3485530784455,527.146560480001,146.794719360003,358.246960480001,150.343679840003,9.28458932412552,61.0267443051678,194.733058755459,31.0516727494684,15.8381308983635,15.2135418511049,25.1672255918314,21.7911909943707
-52.6667,-3.8333,1,25.3727384849368,26.0996625270493,24.880145611575,1830.98600288,345.5012,31.5003999999999,72.211403146582,893.99960096,124.50000032,165.00039968,863.746800160001,9.70089001479797,79.4602896452221,49.9631438687798,31.7512569214114,19.5427450251694,12.2085118962421,24.928393811395,25.808358621669
-49.5,-1,1,26.56640625,27.2252082824707,25.9007496833801,2761,458.25,35.7499999999999,68.1369190216065,1307.5,135.5,153.249999999997,1231.75,8.18468737602234,80.7481746673583,54.6579961776734,32.0657501220703,21.9295001029968,10.1362500190735,25.9322919845581,27.2250833511353
-55.55,-1.9167,1,26.8728192217255,27.7755224975586,26.277280393219,1959.66112,325.546119999999,41.0469199999997,63.4924689923096,896.490799999998,150.991439999999,211.542599999999,893.68856,9.04303857387543,79.6438047039795,65.8520844464111,33.0393705010986,21.6844953054047,11.354875195694,26.2773888172913,27.6356043986511
-52.2,-1.7,1,26.4173659896851,27.1509323501587,25.7941321754455,2261.53,354.26,50.98,58.0538224029541,987.940000000001,191.18,191.18,812.76,9.21464073181154,83.0075539398193,55.1660647201538,32.4614498138428,21.3603700065613,11.1010798072815,26.0943764305115,27.1509323501587
-54.9833,-2.75,1,25.8386528076171,26.5818314022063,25.2921113510131,1881.014,314.3522,35.4008000000001,65.1319075195312,865.105200000001,135.1012,135.1012,578.29139999996,8.10888250999453,77.2739921691893,62.7407965080259,31.33399878273,20.8380864051818,10.4959123775483,25.3259639019012,26.5818314022063
-55.5,-3.6667,1,26.2218940677643,27.0393448814392,25.6686293933869,1937.7498,307,47.2505999999999,57.1751530395508,840.748599999999,185.002,234.7522,798.749799999999,8.89122073116302,77.5174174194336,58.7880792015077,32.1982914634705,20.7283042263031,11.4699872371674,25.6936278884888,26.8140831508636
-55.1333,-2.8333,1,26.5677827105441,27.3399911885922,26.005298200239,1807.83783664,305.04983984,32.54943984,65.5542815543933,839.1479992,129.24751952,150.425033440001,817.417828960009,8.03517153987868,78.2829335841455,63.2548952363587,32.0163984426486,21.7512061677777,10.2651922748709,26.0059128708121,27.3348855874286
-55,-2.4333,1,26.5381406848907,27.3227063724518,25.9847122730255,1841.7884,323.650200000001,28.6996,69.8751832931518,884.849800000001,112.9486,150.1996,884.849800000001,7.83283689479827,78.0297863540649,64.1640877716065,31.8874580551147,21.8488048282623,10.0386532268524,25.9847122730255,27.2995814155579
-54.7,-2.4333,1,26.3610210340881,27.1789298379517,25.8149515526581,2045.35336,369.4944,30.9066800000001,71.6545488391113,998.77252,124.37892,143.51336,647.223519999978,7.71083142498016,77.0238175372315,63.7611163386534,31.7056329992676,21.692308719635,10.0133242796326,25.8183678351593,27.090353345871
-55.1,-3.0833,1,26.2600924993133,27.02210629776,25.7271517376709,1851.24476,305.24996,36.1493200000001,63.0288977893066,840.80016,143.74756,183.24772,840.80016,8.26075533924104,77.9055649826049,60.7857163075256,31.8459937364197,21.2403084272003,10.6056853092194,25.7271517376709,26.998205865097
-55.2833,-3.45,1,26.629296199646,27.4389120059967,26.0354326437377,1842.40032000001,296.592360000001,40.0008000000003,59.6430470729064,813.796360000002,159.902400000001,205.601200000001,808.746239999997,8.44921458915712,78.7519753527831,61.6882495880124,32.3307515449524,21.6013653295135,10.7293862154389,26.0369854802703,27.4061744290161
-49.6833,-2.6833,1,26.487298701369,26.9718075103525,25.8942878625729,2448.94686352,435.78007872,44.0719188799999,74.7766451129505,1238.08207552,164.88567712,164.88567712,1164.12151648,9.17475315127441,86.7605802229761,42.3756189541516,32.1230955518219,21.5483032835699,10.5747922682519,26.0009254905496,26.9718075103525
-49.5,-2.25,1,26.4078121185303,26.8716659545898,25.8623332977295,2466.5,427.5,46.5,71.4940185546875,1216,178.5,179,1140.5,9.1480417251587,86.2739753723144,40.6703929901123,32.0464992523193,21.4429998397827,10.6034994125366,25.9441661834717,26.853666305542
-49.5,-2.5833,1,26.4608774662018,26.9321546531677,25.8732016895294,2464.74020000001,433.4988,47.2494000000007,73.270843003845,1233.2462,175.748600000001,175.748600000001,1163.2466,9.08375824337009,86.6520777252197,42.0103590736391,32.0184245742798,21.5355225265503,10.4829020477295,25.9733688770294,26.9321546531677
-46.7333,-23.45,1,18.4412884313202,21.1941924373627,15.5824103563309,1405.46220000001,239.331560000001,36.7599200000001,62.273168123474,653.615320000002,124.621040000001,618.085760000003,124.621040000001,9.38326264446262,58.9195812104798,231.235646528931,25.8057646453858,9.88046503913881,15.925299606247,21.1109929970551,15.5824103563309
-69.95,-4.15,1,26.5948229408264,27.0395499801636,26.0179131317139,3003.99999999999,333.049999999999,151.699999999999,25.6018523216248,949.099999999998,493.119999999998,713.139999999998,593.049999999998,7.96998846530914,79.8082257080078,42.165807762146,31.4273796463013,21.4409900665283,9.98638957977295,26.6654232025146,26.0721419143677
-76.2667,7.0167,1,22.0088482233892,22.4488931115514,21.6217224947689,2529.90244047999,314.07167408,63.26023744,43.761368394778,859.013431839999,243.021836639998,405.616631839999,671.969819839998,9.25437712987673,85.168068879298,33.6498846376631,27.7340158746087,16.8671630831951,10.8668527914136,21.763498841289,22.2547451002548
-75.5833,6.25,1,18.7280783107758,19.0739068202973,18.1980667957306,2467.46799999999,318.004400000001,96.9979999999988,35.7580303886417,803.753400000001,347.497599999999,681.761000000001,703.007600000002,9.82777924976349,89.9489558258056,38.1787255577087,24.3506966464997,13.4244550268173,10.9262416196823,18.3861112239838,18.5415387744903
-76.7167,8.1,1,26.9419759173584,27.2540270799255,26.7505119763184,2339.16504,269.52088,57.32008,40.5121310757446,767.24256,215.32008,529.84096,492.84096,7.37786267139435,92.3433578222656,21.9148459370422,30.867322951355,22.8775654963684,7.98975745498657,26.886392505188,26.9954376333618
-75.05,7.35,1,25.2623829078675,25.7821495246888,24.7791453742982,3674.10000000001,493.080000000004,75.7000000000003,48.3803574371338,1337,297.140000000001,862.400000000001,1016.11000000001,8.77170110702518,88.8763349914552,40.0668304443359,30.3806498908997,20.512030582428,9.8686193084717,24.9930785369874,25.4768405914307
-75.0667,9.9667,1,26.8206004617047,27.3767087417615,26.1294510161233,1465.14367968,222.959120320001,18.1599203200001,59.860359262113,589.129039039998,73.9583203200006,314.171943520012,408.2531992,11.0984528834592,76.2084500273254,52.4975158864181,34.2425765060675,19.6782633022531,14.5643132038144,26.4939124497027,27.0494663159039
-74,10.3,1,27.0482809066772,27.6896833419799,26.3372831344604,1414.35000000001,254.800000000005,12.8499999999996,68.1959726333625,634.500000000011,61.2499999999987,162.749999999996,428.000000000004,11.3890451908111,81.0952457427978,55.081352043152,34.2357495307922,20.1929497718811,14.0427997589111,26.6575576782226,27.3713074684143
-73.4333,10.15,1,28.6865368836212,29.4270010425568,27.781404158783,1351.77812,241.139799999999,14,64.2963205070495,561.676119999999,65.4332400000002,193.8036,395.83672,11.3401882997131,79.5350399298096,68.6108964035034,36.0864388619995,21.8281648371887,14.2582740248108,28.1052722663879,28.5866095355988
-76.6833,5.1,1,26.5075291273498,26.7857526319122,26.1582568334198,6938.63787999999,681.71896,478.55768,11.6390586081695,1991.44891999999,1522.68784,1678.47932,1833.8248,8.45333333496095,92.919627461853,25.3158614943695,31.17900935112,22.0816964260864,9.09731292503358,26.4067688056946,26.5818557098389
-76.6667,5.7,1,26.8853247743225,27.1809476850128,26.5516598717499,6845.43648000003,716.452960000007,412.177240000005,15.5856503187179,1982.44572000001,1364.72596000001,1525.33460000002,1839.61872,9.56487827163695,93.1331542370606,24.2359148770141,32.1046907171631,21.8345689862824,10.2701217308807,26.7687413763428,27.0957091761017
-76.95,5.05,1,26.2728814888,26.5866005516052,25.9487745857239,7143.79,737.919999999998,429.980000000005,16.9093809795376,2189.53999999999,1418.55000000001,1672.05,1839.07,7.7649880361557,91.6669269561768,24.8710914611816,30.6341991615295,22.1634605979919,8.4707385635376,26.1107114219666,26.410546836853
-77.1667,7.6667,1,27.1981196683493,27.6701990064764,26.8184241762387,2839.40880224,376.26279984,31.9904,56.4749715219007,1048.99040064,127.7192056,483.722054559989,848.987604159998,8.06615593929673,86.8669587824011,35.1045451283234,32.0964883936963,22.8099142588446,9.28657413485169,27.116486326759,27.3695183404984
-77.1167,8.0167,1,26.2206540907337,26.7025536425043,25.8913683585386,2232.8428312,304.81936224,20.3173590400005,58.3379886590198,850.422727680003,92.7580787200004,506.160400799998,594.01977984,7.78194864135604,87.0673148007167,34.0210091483362,30.9003705770691,21.9620807992008,8.93828977786833,26.2812878349771,26.3543311274942
-75.6833,8.2833,1,27.3837529268942,27.8738879440851,26.9735985071872,1773.76015696,232.804401600001,30.8019984000003,54.2485419479608,676.728640640001,116.23847968,228.594877280001,547.606400000001,9.52629239947983,83.3433040928137,36.5007658530354,33.4337326872455,22.0028434596936,11.4308892275519,27.3598912126373,27.7278207764239
-74.7333,9.1167,1,27.8947410680426,28.5245035135287,27.4260851765442,2150.18162800001,348.202004800002,13.1778393599998,65.6081040837732,943.563215200006,78.9023983999998,376.466917920023,673.202294079985,9.55145378087934,79.4136675734242,45.6657560887906,34.3273064540643,22.2987355493671,12.0285709046972,27.536901781492,28.1530873123047
-76.2833,7.85,1,26.0945327781677,26.4309245291137,25.8537544754028,2484.21004,330.342199999999,54.0907600000003,49.1193776168816,891.524199999994,210.366600000005,652.632959999999,608.166600000004,7.8992217116356,92.097013769226,23.9765031491853,30.4100527238464,21.8327525159454,8.57730020790102,26.1295774665832,26.188968848648
-74.3,4.5833,1,13.9353985960384,14.3244517158123,13.7041966880794,1394.61939999995,175.796319999996,62.1028799999975,32.0346833126832,447.028919999983,242.95403999999,427.138439999991,307.57687999998,9.42113481792454,83.1234406768795,26.9979533795166,19.4255169489285,8.08716068324997,11.3383558365251,13.8315221945568,13.8400882918163
-67.9333,3.8667,1,26.9709154466528,27.8869774158737,26.1014546321298,2991.83895712,458.13111984,66.27048016,54.7474519468658,1261.58591904,260.783519040001,271.88815952,1248.52927616,9.59983221434587,78.5908342355957,70.4412306430798,34.0486073154663,21.8339297756039,12.2146775398624,26.2186271663648,27.6542662294455
-71.3167,12.35,1,28.9826571948242,30.2833595038605,27.5484236413574,390.30908,97.7897200000001,3.57944000000011,86.9221707144162,221.51068,15.4679600000005,91.0173600000005,48.2663600000008,8.42828458812714,73.5322468438721,115.285672050781,34.7623571205139,23.3003326652527,11.4620244552612,29.3248634776306,27.6471123503113
-73.6167,4.15,1,24.7148139050294,25.8412705824281,23.6881327795411,3323.23144,463.476919999999,60.1466399999989,47.8311852197268,1279.64024,315.392559999994,322.702839999998,1146.97056,8.78861754703523,77.1758715582273,82.6160599374399,30.5898183905793,19.1987133054352,11.3911050851441,24.2180971150971,25.7166536705018
-78.15,1.6833,1,25.5402177113342,25.882205397644,25.3288389255523,5014.65443999998,652.732719999998,322.856479999998,22.148409009018,1630.35383999999,1045.07732,1289.39215999999,1108.91336,8.27263369510651,90.4968113867187,23.3662364507295,30.2903955266571,21.148946792221,9.14144873443604,25.6984549339294,25.382188022995
-72.5833,8.5,1,27.4815362243652,27.9098522789001,26.6841059036254,2632.72699999999,368.242199999998,82.2485999999995,42.3562647865293,969.989599999994,287.498,837.250200000002,379.259400000002,9.43776241226193,83.7539531082152,53.6917027870181,33.0238978302001,21.7565143066406,11.2673835235595,27.6497226291656,26.9460978546142
-72.5167,7.9,1,26.036329431839,26.7221198432159,25.1320950345611,1909.50948,246.751799999999,67.6222399999996,36.2720465162658,631.967519999998,235.696279999999,500.735160000001,268.646479999999,9.54956367687226,81.2713144277954,66.594924597168,31.9221665774536,20.1721999689483,11.7499666085053,26.2042379897308,25.3561828729248
-74.7667,-0.2,1,25.8165451651001,26.5481301197815,24.7692281478119,2848.01568,345.16924,120.4028,33.2639360345459,998.845,394.53236,506.72796,917.87056,9.07901994976044,80.5059007214356,73.8739838711548,31.4531674437714,20.1759513175964,11.2772161261749,25.0293901830292,26.4988372470093
-75.3333,0.4667,1,25.4116028556339,26.0890764816956,24.4153945165839,2971.21463856,352.34327952,104.64544016,32.3827754735932,1023.38591808,405.391280319999,436.416640159993,902.197918079999,8.9603797068158,79.952503238136,69.898611903694,31.3552477184555,20.1479770451862,11.2072706732694,25.0202303736539,26.0866448230045
-73.9167,7.1667,1,28.1220498797025,28.5074671651941,27.650956083909,2757.46318368001,423.259998879999,36.9972003200003,52.3793384407475,1045.99279552,191.982798400001,507.235597920002,1044.74079472,11.157682363853,89.576300793523,33.6614851754517,34.5489633830164,22.0930276390619,12.4559357439545,27.6938164216595,28.276023056691
-75.4,9.3,1,27.3788343048096,27.9534695243835,26.8054215049744,1392.17,195.55,19.8400000000001,59.5570448684692,543.2,75.3700000000004,153.56,479.37,9.93429204940795,79.0229351043701,47.1272843551634,33.9224084854126,21.3506797409058,12.5717287445068,26.9690225791931,27.621509513855
-75.35,9.5,1,27.0371856689454,27.5925338745118,26.4383835792542,1472.05,230.8,17.8499999999999,60.8277248382569,590.75,71.6000000000003,248.049999999985,416.749999999998,9.91022958755497,78.4240848541259,47.9749689102176,33.5352504730226,20.898099899292,12.6371505737305,26.6590249061585,27.3203249931336
-76.9333,4,1,26.2355954429626,26.5400642375946,25.8602141529083,6097.53699999995,712.432599999995,309.393199999997,25.9391353221893,2028.53679999999,1016.1796,1378.90259999999,1797.05879999999,7.84100843477253,91.7521616027832,26.6582196762084,30.5711294166565,22.0252200847625,8.54590933189396,25.9559355464935,26.3582069026947
-77.0833,3.6833,1,26.257453677785,26.577109459519,25.9709422942999,4693.60445952005,596.416056640004,238.447115359999,27.3364435077892,1526.68227696001,840.174528480006,1095.09876720001,1520.37892368001,8.15284125679553,92.5316868693714,24.6047134653313,30.8155285739807,22.0049185489636,8.81061002501712,25.9755501342361,26.4596812101788
-79.65,-3.7167,1,23.0405940133667,23.2528431935883,22.6882817007446,1086.32772,264.81928,4.47027999999997,103.670651608277,681.528120000001,24.9702799999998,638.887079999999,24.9702799999998,11.5905812500763,88.6755068231201,25.2975429110719,29.7041327927399,16.632199866333,13.0719329264069,23.25045936203,22.6882817007446
-79.4667,0.3333,1,25.0523994037348,25.7529382704224,24.4444429835883,2228.57767712001,415.004639360003,51.4446401600002,70.5102659137402,1069.06815824001,179.632640160001,957.951517280006,201.282880320001,7.8027427371357,80.3513067588904,56.4815822195112,30.0944108904276,20.383434821861,9.71097606856659,25.7215239932919,24.4932362476849
-79.75,-1.5333,1,25.1015686504364,26.2051986595154,23.9902685779572,1457.46580000001,381.504000000002,1,119.528279241943,994.811200000007,11.3494000000002,958.913600000006,11.3494000000002,8.87572927036284,77.3450799118042,93.0260525039673,30.7174423233032,19.2420240848541,11.4754182384491,26.0138102436066,23.9902685779572
-79.6,-0.4667,1,24.6388027383423,25.5046436444092,23.9329175127411,2229.63660000002,457.979920000002,25.5992000000004,94.6922097744749,1287.43576000001,93.636960000001,1010.36628000001,93.636960000001,8.33737757427216,79.8277591296386,67.079412188721,30.1265667634583,19.6822662887573,10.4443004747009,25.2156506689453,23.9329175127411
-77.1333,-0.7,1,24.6203984693909,25.0747578524017,23.9727080191803,3747.71188000001,397.856960000001,238.88964,18.4457038469696,1161.87248,731.07768,882.607560000001,1002.63184,9.35868379993439,88.2266908151245,45.4189812533569,30.0357601613617,19.4282214167023,10.6075387446594,24.2630334179687,24.9851190786743
-77.95,-1.4833,1,21.0124553478241,21.4034622260285,20.3047507740784,4402.95915999999,460.626639999999,295.36804,14.7538568812561,1319.118,929.934479999999,1048.64168,1149.85728,9.38221994457244,85.8267273806763,45.8076873666382,26.6054911733246,15.6738522140122,10.9316389593124,20.9139754340363,21.2492716397858
-79.15,-0.25,1,22.3970979690552,23.227808380127,21.8310749053955,2666.4,489.550000000002,47.9999999999998,80.6151016235353,1409.9,174.899999999999,1217.75,203.099999999999,8.1716293811798,81.1050247192382,60.3187881469729,27.7320498466492,17.656450176239,10.0755996704102,23.183091545105,21.8859170913696
-77.1167,-4.65,1,27.0291507841492,27.3009822712708,26.6116491938019,2253.9932,227.06016,139.4996,15.6570554030991,639.28964,455.95856,618.095600000001,488.6502,10.2198538445663,89.9592486038208,28.6919043032837,32.6445269869995,21.2839884871674,11.3605384998322,27.0784120557404,26.747702539444
-74.0833,-2.3667,1,26.0251935154352,26.5055627132843,25.2540164634677,3423.8147984,347.55343984,224.1028,13.3529728692437,1013.4032,735.863360160002,735.863360160002,881.845358559999,9.46540300616714,85.1996972722705,53.9252303393853,31.429518557218,20.3198767700836,11.1096417871344,26.0979747879254,26.5055627132843
-73.25,-3.7667,1,26.1639699104309,26.5771879234314,25.5391247032166,2764.8888,295.7996,147,22.0417899211885,832.297599999999,488.097199999998,737.097199999999,491.746999999998,9.80723682327269,85.8145487426757,42.7465572998046,31.7440584350586,20.3159796985626,11.428078736496,26.2221578388214,25.7236643814087
-74.2167,-4.8333,1,26.6776241972092,27.1084956835138,26.1366989779517,2422.84672208,252.34984016,121.098,22.6031990272189,722.5492008,407.9984,672.30136064,411.696400000001,9.91548668807694,83.5408704014673,40.4275862907074,32.4750912057257,20.606056684548,11.8690345211777,26.7556000571478,26.3048819339127
-72.1,-3.3167,1,26.266099566803,26.7465851103973,25.6400796112061,3035.85248,331.30948,177.087719999999,21.0369173932649,947.477839999999,569.084119999998,713.290119999999,584.003879999998,8.88699993717193,83.1788461123657,44.807591326599,31.4796430808258,20.7954755789948,10.684167501831,26.2578543234253,25.8519016311646
-72.1333,-3.4333,1,26.2990278327014,26.7850034910864,25.6852616642111,3005.4028016,327.81064048,170.97008016,21.7654405980939,934.29256112,552.17248016,714.898,565.44136032,8.85530444886444,82.9339576357336,44.3658985320984,31.5293257645761,20.8518330224622,10.677492742114,26.279907070748,25.9040979912347
-73.05,-3.4667,1,26.2569462744141,26.718806253128,25.6507085749817,3006.89848,320.10844,172.57832,20.8608082519532,917.27352,547.363079999999,761.497199999999,574.932159999999,9.45030577205658,85.4957148291016,43.0765402809142,31.6970810851288,20.6435436785126,11.0535374066162,26.256228274765,25.8267403766632
-74.2167,-4.7,1,26.6727027381134,27.0977912264252,26.1427818497467,2422.53412,255.08916,123.62652,22.1482854260254,719.922479999999,413.01648,674.074279999999,413.01648,9.84559057754517,83.4677025927735,39.7858010040284,32.450116993103,20.6544206845093,11.7956963085938,26.6458780181122,26.1427818497467
-75.1,-6.7333,1,27.0076683835602,27.3958070922089,26.5588083748627,1955.15848,250.11292,78.2801599999999,32.8626796876526,635.016519999999,271.7522,574.894679999999,314.344079999999,10.4372444021225,85.0831643884277,35.051273000183,33.0479247688293,20.7808936949158,12.2670310739136,26.9742470265198,26.5627225214386
-76.05,-5.8333,1,27.1181975484467,27.5094498246765,26.722192120285,2103.65276,261.04988,97.94996,28.3365992565918,666.59712,319.553,547.10304,395.20408,10.1123042325211,85.3419117172241,32.1738353016664,33.1728293318176,21.3237202553558,11.8491090764618,27.0178175752258,26.8442711170959
-74.5333,-8.3833,1,26.2639641358707,26.64462840733,25.579729073367,1692.93519279999,222.51959968,55.5587990399991,37.7621505873215,592.798798399999,209.407596639997,508.251600639999,209.407596639997,10.82295250119,82.65195884854,46.363059034997,32.4547310356836,19.3600547490506,13.094676286633,26.4401165205243,25.579729073367
-65.55,3.1667,1,27.0273989235687,27.4800686366272,26.3444617217255,2766.87847999998,370.204159999998,101.155079999999,42.5200925114442,1071.17635999999,330.570679999995,370.865159999997,1002.07619999999,11.5792761620331,88.6161140777588,47.9623824176024,33.9835013165283,20.9165629345703,13.066938381958,26.3880505558777,27.3319887449646
-65.9167,3.0833,1,26.9716532935016,27.5033601805399,26.2345731045636,3126.30280112,412.75879696,122.74960048,40.4928793323462,1202.02559744,405.99800096,443.99800288,1103.02399552,11.5110019543182,87.6330829249402,52.8522324467334,33.9437243803333,20.8082245978452,13.1354997824881,26.262906702395,27.353694881011
-66.2167,5.3,1,27.021292376938,27.8268946616365,26.2552327538301,2578.5928,442.897200000001,23.7895600000001,69.7430577557372,1214.82292,120.308040000001,294.127320000001,1214.82292,11.7262624863816,75.6606135449218,61.3134440653994,35.3572042990114,19.8578875659181,15.4993167330933,26.2552327538301,27.1882976180269
-67.6833,10.3667,1,21.4358074623437,22.108590913521,20.4574330673882,960.441111039998,128.95423808,19.1204793599999,51.442575261158,369.235434879999,68.5307182399997,260.468319839999,108.938955519999,9.6743904803499,77.3470759894629,67.9499156992757,27.0528152523629,14.5439945695113,12.5088206828516,21.6830187898052,20.6637002982601
-68.3833,10.5333,1,27.0614276316479,27.5030339725992,26.2842191327609,1085.89520336,137.096800160001,20.4299995199997,44.7059687481216,376.811203200004,91.7155996799993,286.981221120001,177.807198239999,8.12762781126438,80.2682282267799,52.5487936526335,31.8871046025705,21.7621947300448,10.1249098725257,27.17885570208,26.4998485315442
-66.8333,10.3667,1,21.1938584773122,21.9182570911516,19.9775129870955,1135.99744064,163.491995200001,19.4499991999999,54.6068200612195,468.539039840002,83.7532804800005,311.696081279999,140.358083680002,9.49489053998306,76.5073874338341,83.7930455717057,26.7521416288985,14.3413798958062,12.4107617330924,21.5675584136617,20.4575459051827
-72.6,9.15,1,28.3518590736389,28.8028933334351,27.5812802314758,2144.29000000002,328.780000000003,61.3100000000001,47.1566954803473,811.750000000011,216.11,612.410000000003,263.749999999999,10.0382409477234,83.4237888336181,52.7376657867434,34.1368693161011,22.1043501853943,12.0325191307068,28.4764656448364,27.8130843162537
-52.375,-13.7917,0,24.6444244804382,25.7085561088562,22.8437043434143,1504,266.998800000002,1,83.2614332122807,754.994400000007,14.9999999999988,374.002000000002,34.0007999999992,13.9461574020385,69.5149036132812,123.106721960448,33.5600757720947,13.4979641448975,20.0621106735228,25.2015482055664,22.9156983131409
-48.2083,-18.375,0,22.8488095794676,24.1402658424376,20.2669399314879,1430.00240000001,290,8.00000000000038,86.534691842651,753.0004,27.9996000000004,648.001200000001,45.0000000000012,11.7052608531952,69.0005152282716,172.109814849853,29.8499363815306,12.8859168796537,16.9640195022584,24.0519285125731,20.519936590576
-72.2083,-9.0417,0,25.0479677994862,25.6193021988402,24.1834618225792,1790.99240048002,248.998800000001,30.9988001599989,53.5690496249152,674.996400320003,131.999200160001,584.999200160008,131.999200160001,10.4478476155551,78.792104576333,59.5660593384768,31.2109684422151,17.9509506115205,13.2600178306946,25.2865780215723,24.1834618225792
-41.0417,-21.125,0,23.3506238296509,25.9631269233704,20.7067806861877,1074.9996,170.002000000002,31.9996000000006,53.2961158004767,468.004000000005,101.9984,334.001600000001,101.9984,9.65690041542062,59.4486734024049,210.820356707764,31.0480067359925,14.8039099010467,16.244095881653,24.982798928833,20.7067806861877
